Job_Role,Company,Experience,Salary,Location,Key_Skills,Post_History,machine learning,python,data science,analytical,artificial intelligence,it skills,big data,data analysis
solutions lead - machine learning/open source/big data,New Horizons HR Solutions,10-15 Yrs,1600000 - 2600000 PA.,"Mumbai, Hyderabad, Bangalore, Delhi / NCR","r,data science,python,it skills,java,testing,machine learning,big data",4 Days Ago,1,1,1,0,0,1,1,0
data scientist - sql/python/machine learning algorithms,TalentStack,1-4 Yrs,800000 - 1400000 PA.,Bangalore,"it skills,java,python,data science,machine learning,predictive modeling,r,data scientist",14 Days Ago,1,1,1,0,0,1,0,0
research engineer - big data/ machine learning - java/c++/perl/ python,Career Maker,3-8 Yrs,1400000 - 1900000 PA.,Bangalore,"it skills,java,python,software development,machine learning,cloud,big data,c++",13 Days Ago,1,1,0,0,0,1,1,0
data scientist - artificial intelligence/ machine learning,Confidential,4-8 Yrs,1400000 - 1700000 PA.,Hyderabad,"neo4j,cassandra,lstm,nlp,tensor flow,rdbms,bidaf,mongodb",14 Days Ago,0,0,0,0,0,0,0,0
principal data scientist - machine learning,Prime Infosoft,4-9 Yrs,1200000 - 1900000 PA.,Bangalore,"pytorch,machine learning,tensorflow,python,communication,analytical,keras,julia",9 Days Ago,1,1,0,1,0,0,0,0
data scientist - machine learning,Catalyst,2-7 Yrs,800000 - 1400000 PA.,Bangalore,"data science,data quality,data scientist,statistical modeling,statistical analyst,machine learning",14 Days Ago,1,0,1,0,0,0,0,0
data scientist - artificial intelligence/machine learning,Executive Selection India,3-8 Yrs,1200000 - 1900000 PA.,Hyderabad,"data,machine learning,ml algorithms,management,aiml,hadoop,spark,ml modelling",14 Days Ago,1,0,0,0,0,0,0,0
data engineer - artificial intelligence/machine learning,zCodeLabs Software Services  ,3-8 Yrs,1300000 - 1700000 PA.,Kochi/Cochin(WFH during Covid),"algorithms,machine learning,artificial intelligence,it skills,java,python,big data,tableau",9 Days Ago,1,1,0,0,1,1,1,0
lead data scientist - deep learning/machine learning,Huquo Consulting Pvt. Ltd,2-7 Yrs,800000 - 1200000 PA.,Gurgaon,"tensorflow,machine learning,deep learning,jira,github,agile methodologies,python,confluence",13 Days Ago,1,1,0,0,0,0,0,0
lead data scientist - deep learning/machine learning,Huquo Consulting Pvt. Ltd,2-7 Yrs,800000 - 1200000 PA.,Gurgaon,"natural language processing,machine learning,deep learning,neural networks,pytorch,github,git,python",13 Days Ago,1,1,0,0,0,0,0,0
machine learning data science practitioner,Accenture,12-15 Yrs,1800000 - 2800000 PA.,Bangalore,"it skills,python,software development,data science,machine learning,cloud,big data,consulting",15 Days Ago,1,1,1,0,0,1,1,0
python developer - django/machine learning,Vasundhara Infotech,0-1 Yrs,300000 - 700000 PA.,Surat,"front - end technologies,html5,object - relational mapping ( orm ),machine learning,machin learning,javascript,django,python framework",14 Days Ago,1,1,0,0,0,0,0,0
"software engineer nlp, machine learning",Global Technologies,7-10 Yrs,1800000 - 2800000 PA.,"Kolkata, Mumbai, Hyderabad, Pune, Bangalore, Delhi / NCR","spacy,machine learning,python,pytorch,nltk,tensorflow,nlp,artificial intelligence",7 Days Ago,1,1,0,0,1,0,0,0
lead machine learning,Job Fittment Finder,5-8 Yrs,1100000 - 1700000 PA.,"Pune, Delhi / NCR","oops,machine learning,python,it skills,cloud,pytorch,tensorflow,matplotlib",Today,1,1,0,0,0,1,0,0
artificial intelligence/machine learning engineer - nlp/python,Serving Skill,2-5 Yrs,700000 - 1300000 PA.,"Noida, Bangalore","nlp,machine learning,graph analytics,it skills,python,software development,cloud,aws",9 Days Ago,1,1,0,0,0,1,0,0
machine learning lead,Tigi Hr Solution,4-8 Yrs,1300000 - 1900000 PA.,"Pune, Delhi / NCR","tensorflow,pytorch,keras,nosql,deep learning,clustering algorithms,apis,mysql",Today,0,0,0,0,0,0,0,0
machine learning engineer,Confidential,3-5 Yrs,800000 - 1300000 PA.,"Mumbai, Bangalore","python,azure,multivariate regression,cuda,analytical,r,transfer learning,pytorch",14 Days Ago,0,1,0,1,0,0,0,0
software engineer - machine learning/deep learning,Future India Services,1-6 Yrs,700000 - 1100000 PA.,"India, Bangalore","it skills,testing,data science,machine learning,pytorch,predictive modeling,object detection,segmentation",14 Days Ago,1,0,1,0,0,1,0,0
engineer - machine learning,Getinz Techno Services,3-6 Yrs,1200000 - 1800000 PA.,Chennai,"tensorflow,python,spark ml,h2o,software development,machine learning,scala,dockers",14 Days Ago,1,1,0,0,0,0,0,0
senior machine learning engineer/associate - distributed computing,Getinz Techno Services,1-6 Yrs,600000 - 1100000 PA.,"Chennai, Bangalore","distributed computing,machine learning,python,tensorflow,spark ml,h2o,scala,javapythongolang",8 Days Ago,1,1,0,0,0,0,0,0
machine learning / devops (mlops) engineer,TRH Consultancy Services,7-12 Yrs,2000000 - 2800000 PA.,"Kolkata, Mumbai, Hyderabad, Pune, Chennai, Coimbatore, Bangalore, Delhi / NCR","machine learning,devops,aws,it skills,python,testing,quality assurance,data science",5 Days Ago,1,1,1,0,0,1,0,0
research scientist- machine learning development,Career Maker,5-10 Yrs,1900000 - 2800000 PA.,Bangalore,"java,c++,perl,r,data management,data mining,data modeling,machine learning",5 Days Ago,1,0,0,0,0,0,0,0
software engineer - artificial intelligence/machine learning,Confidential,1-2 Yrs,700000 - 900000 PA.,Trivandrum/Thiruvananthapuram,"machine learning,ai,it skills,testing,pattern recognition,artificial intelligence,image processing",5 Days Ago,1,0,0,0,1,1,0,0
machine learning engineer,SYREN TECHNOLOGIES PRIVATE LIMITED ,4-9 Yrs,"12,00,000 - 22,00,000 PA.","Kolkata, Hyderabad, Pune, Chennai, Bangalore, Delhi / NCR, Mumbai (All Areas)(WFH during Covid)","it skills,java,python,machine learning,cloud,gcp,hadoop",12 Days Ago,1,1,0,0,0,1,0,0
machine learning engineer,Synechron,5-10 Yrs,1900000 - 2500000 PA.,"Pune, Bangalore","business consulting,pdf,machine learning,manager technology,equity,analytics,sql,python",13 Days Ago,1,1,0,0,0,0,0,0
job | hiring machine learning (python & sql) - photon,Photon,5-10 Yrs,"6,00,000 - 16,00,000 PA.","Chennai, Bangalore","communication,python language,apache pyspark,bigdata,rdbms,pentaho data integration,it skills,python",5 Days Ago,0,1,0,0,0,1,0,0
technical architect - machine learning,Quantiphi Analytics Solutions Pvt. Ltd.,4-9 Yrs,1300000 - 1700000 PA.,"Mumbai, Bangalore, Trivandrum/Thiruvananthapuram","system architecture,gcp,machine learning,agile,data structures,test driven development,natural language processing,object oriented programming",6 Days Ago,1,0,0,0,0,0,0,0
machine learning engineer,Ericsson Global Services,10-20 Yrs,1600000 - 2700000 PA.,Bangalore,"bidding,google analytics,data management,php,google adwords,html,microsoft,monitoring",14 Days Ago,0,0,0,0,0,0,0,0
machine learning,Sahrudaya Healthcare Pvt. Ltd.,1-4 Yrs,700000 - 1100000 PA.,Hyderabad,"natural language processing,data analytics,machine learning,statistics,deep learning",6 Days Ago,1,0,0,0,0,0,0,0
research engineer (machine learning/ computer vision/ video analytics),Staqu Technologies,2-5 Yrs,800000 - 1000000 PA.,New Delhi,"video analytics,computer vision,machine learning,tensorflow,tensorflow framework,opencv,pytorch,theano",9 Days Ago,1,0,0,0,0,0,0,0
tech coe - big data/machine learning,Confidential,5-10 Yrs,1600000 - 2700000 PA.,Bangalore,"it skills,machine learning,artificial intelligence,big data,design data architectures,technology evaluation",15 Days Ago,1,0,0,0,1,1,1,0
data scientist & machine learning engineer,ASCENT TECHNOSYSTEMS PRIVATE LIMITED,0-5 Yrs,800000 - 1000000 PA.,Pune(Kalyani Nagar),"nlp,ml algorithm,machine learning,databricks,hive,model tuning,anaconda,anaconda enterprise",17 Days Ago,1,0,0,0,0,0,0,0
sr. data scientist- advanced analytics/data science & machine learning,Fidelity IT Jobs,7-12 Yrs,1700000 - 2800000 PA.,Gurgaon,"data science,r,scala,data management,advanced analytics,web analytics,data modeling,data analytics",14 Days Ago,0,0,1,0,0,0,0,0
"sr. analyst, modeling (machine learning)",Risk Management Solutions (RMS),1-4 Yrs,800000 - 1100000 PA.,Noida,"python,excel,machine learning,it skills,testing,risk management,r,data analysis",6 Days Ago,1,1,0,0,0,1,0,1
machine learning developer,Innodata Isogen,3-5 Yrs,"8,00,000 - 12,00,000 PA.",Noida(WFH during Covid),"natural language,tensorflow,spacy,python,azure,stanford suite,written communication,machine learning",7 Days Ago,1,1,0,0,0,0,0,0
machine learning engineer - data modeling/data science,Confidential,4-6 Yrs,1400000 - 1900000 PA.,Pune(WFH during Covid),"java,pytorch,communication,python,software architecture,data structures,opencv,keras",14 Days Ago,0,1,0,0,0,0,0,0
manager- data science-machine learning (9+ years) female candidates,CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,9-14 Yrs,2000000 - 2700000 PA.,Gurgaon(WFH during Covid),"data science,machine learning,statistics,it skills,cloud,aws,azure,analytics",4 Days Ago,1,0,1,0,0,1,0,0
data scientist - machine learning / statistical modeling,Yogy HR Solutions,5-9 Yrs,1200000 - 1900000 PA.,Mumbai,"statistical modelling,machine learning,analytics,it skills,data science,algorithms,data scientist,statistical modeling",14 Days Ago,1,0,1,0,0,1,0,0
data scientist - machine learning,ZISPL,5-7 Yrs,1100000 - 1700000 PA.,Gurgaon,"data mining,tableau,machine learning,sas visual analytics,analytical,machine learning lifecycle,python,awsazuregcp",14 Days Ago,1,1,0,1,0,0,0,0
data scientist || machine learning engineer || deep learning,Schlesinger Group,3-6 Yrs,1200000 - 1800000 PA.,"Noida, Gurgaon, Delhi / NCR","it skills,python,data science,machine learning,predictive modeling,tensorflow,r,nlp",30+ Days Ago,1,1,1,0,0,1,0,0
python developer - flask/machine learning,CarbyneTech India,3-5 Yrs,700000 - 900000 PA.,Hyderabad,"machine learning,python,flask,design principles,git,design patterns,problem solving",8 Days Ago,1,1,0,0,0,0,0,0
python developer - flask/machine learning,CarbyneTech India,3-5 Yrs,600000 - 1100000 PA.,Hyderabad,"design patterns, python developer,machine learning,python,flask",14 Days Ago,1,1,0,0,0,0,0,0
python developer - flask/ machine learning,CarbyneTech India,3-5 Yrs,600000 - 1100000 PA.,Hyderabad,"design principles,git,design patterns,problem solving,machine learning,python,flask",14 Days Ago,1,1,0,0,0,0,0,0
"machine learning engineer, bangalore 25-30 lpa",Talent Bee Consulting Pvt. Ltd,4-9 Yrs,"25,00,000 - 30,00,000 PA.",Bangalore,"it skills,python,machine learning,computer vision,deep learning,pytorch,opencv,keras",Today,1,1,0,0,0,1,0,0
machine learning engineer - deep learning algorithms,Connexions,1-2 Yrs,800000 - 1000000 PA.,Bangalore,"python tech stack,machine learning,deep learning algorithms,it skills,java,python,big data,data science",9 Days Ago,1,1,1,0,0,1,1,0
machine learning engineer - python/deep learning,Mantras2Success Consultants,1-4 Yrs,600000 - 1300000 PA.,Hyderabad,"java,spark,python,c++,machine learning,scala,it skills,big data",14 Days Ago,1,1,0,0,0,1,1,0
python engineer - machine learning/hive,Huquo Consulting Pvt. Ltd,3-7 Yrs,1100000 - 1700000 PA.,Bangalore,"python,sql,hive,machine learning,it skills,big data,tensorflow,deep learning",14 Days Ago,1,1,0,0,0,1,1,0
artificial intelligence/ machine learning freshers,IGT Solutions,4-8 Yrs,"16,00,000 - 20,00,000 PA.",Gurgaon,"deep learning,python,spacy,tensorflow,r,data science,nltk,machine learning",11 Days Ago,1,1,1,0,0,0,0,0
senior machine learning engineer,HigHRise Solutions LLP,4-9 Yrs,1200000 - 1700000 PA.,Pune,"nlp,dl,ml,rest apis,theano,verbal,sh,no - sql",5 Days Ago,0,0,0,0,0,0,0,0
machine learning engineer for hyderabad location,Adecco India Private Limited  ,1-4 Yrs,"10,00,000 - 20,00,000 PA.",Hyderabad(WFH during Covid),"fintech,machine learning,python,it skills,java,testing,r,git",12 Days Ago,1,1,0,0,0,1,0,0
research scientist/ engineer - computer vision/ machine learning,Career Maker,4-9 Yrs,1300000 - 1700000 PA.,Hyderabad,"communication,multi - threading,computer vision,image processing,machine learning,written,verbal,ocr",13 Days Ago,1,0,0,0,0,0,0,0
machine learning engineer,Iclear Technology Pvt Ltd,1-3 Yrs,"5,00,000 - 9,00,000 PA.",Noida,"probability and statistics,communication skills,computer science,machine learning algorithms,data modeling,applied mathematics",1 Day Ago,1,0,0,0,0,0,0,0
acn - applied intelligence - gcp - machine learning engineer - 10,Accenture,2-7 Yrs,600000 - 900000 PA.,Chennai,"it skills,java,python,testing,data science,machine learning,cloud,prototype",8 Days Ago,1,1,1,0,0,1,0,0
machine learning (ml) engineer - sea countries,Maxima Consulting Inc,4-8 Yrs,1400000 - 1800000 PA.,Pune,"computer science,spark,analytical,devops,machine learning,cloud,programming,performance monitoring",14 Days Ago,1,0,0,1,0,0,0,0
machine learning engineer,Inavan India Technologies Private Limited,2-5 Yrs,700000 - 1100000 PA.,Kochi/Cochin,"machine learning,deep learning,it skills,pattern recognition,opencv,image processing,neural networks,computer vision",9 Days Ago,1,0,0,0,0,1,0,0
machine learning engineer,SHAIP.AI DATA (INDIA) LLP ,5-10 Yrs,1900000 - 2600000 PA.,Remote,"aws,cloud ml,python,machine learning,it skills,cloud",9 Days Ago,1,1,0,0,0,1,0,0
data science manager - artificial intelligence / machine learning,Yogy HR Solutions,10-15 Yrs,1800000 - 2700000 PA.,Navi Mumbai,"it skills,data science,machine learning,artificial intelligence,rest api development,tensorflowkeras,pytorch,scikit-learn",14 Days Ago,1,0,1,0,1,1,0,0
data science manager - artificial intelligence/machine learning,Yogy HR Solutions,10-15 Yrs,1600000 - 2800000 PA.,Navi Mumbai,"data science,tensorflow,rest api,nlp,rdbms,artificial intelligence,data management,statistical modeling",14 Days Ago,0,0,1,0,1,0,0,0
data scientist / advanced analytics - machine learning,E2E Infoware Management Services Pvt Ltd,1-5 Yrs,700000 - 1400000 PA.,"Chennai, Bengaluru","rnn,machine learning,predictive analysis,artificial intelligence,deep learning,statistical learning,cnn,r programming",30+ Days Ago,1,0,0,0,1,0,0,0
machine learning researcher,Squareroot Consulting Pvt Ltd.,2-6 Yrs,700000 - 1100000 PA.,Bangalore,"problem solving,ai,mathematics,machine learning,phd,statistics,deep learning,nosql",7 Days Ago,1,0,0,0,0,0,0,0
fareportal hiring : machine learning expert : work from anywhere,Fareportal,4-9 Yrs,1400000 - 1900000 PA.,Gurgaon,"algorithms,data science,machine learning models,machine learning,python",9 Days Ago,1,1,1,0,0,0,0,0
lead - machine learning,Shiprocket,5-9 Yrs,1200000 - 1900000 PA.,Delhi / NCR,"object - oriented programming,oop,r,nosql,unix,linux,sql,php",14 Days Ago,0,0,0,0,0,0,0,0
senior manager / operations research scientist - machine learning,Career Maker,5-10 Yrs,1800000 - 2600000 PA.,Bangalore,"machine learning,algorithm,sql,it skills,java,python,javascript,jenkins",8 Days Ago,1,1,0,0,0,1,0,0
sr manager/operations research scientist - machine learning/algorithm,Career Maker,5-10 Yrs,2000000 - 2600000 PA.,Bangalore,"it skills,java,python,machine learning,bpo,hindi,c++,transportation",13 Days Ago,1,1,0,0,0,1,0,0
"cloud engineer, machine learning and big data",Google,3-8 Yrs,1200000 - 1900000 PA.,"Mumbai, Hyderabad, Gurgaon, Bangalore","it skills,python,software development,data science,machine learning,cloud,big data,computer science",30+ Days Ago,1,1,1,0,0,1,1,0
lead machine learning engineer/ data scientist ,whiz.ai,5-9 Yrs,1400000 - 1700000 PA.,Pune,"data science,nlp,logistic regression,data scientist,big data,machine learning,deep learning,scikit - learn",30+ Days Ago,1,0,1,0,0,0,1,0
chatbot developer - machine learning/artificial intelligence,MY Search,3-5 Yrs,600000 - 1000000 PA.,Bangalore,"google dialog,nlp,ml,twilio,aws,gcp,javascript,node js",14 Days Ago,0,0,0,0,0,0,0,0
analyst - data science - python/machine learning/analytics,Huquo Consulting Pvt. Ltd,4-6 Yrs,1300000 - 1700000 PA.,Gurgaon,"data science,statistical modeling,data analytics,machine learning,analytics,python,sql",14 Days Ago,1,1,1,0,0,0,0,0
analyst - data science - python/machine learning/analytics,Huquo Consulting Pvt. Ltd,4-6 Yrs,1200000 - 1900000 PA.,Gurgaon,"data science,logistic regression,decision tree,data processing,statistical modeling,random forests,svm,data analytics",14 Days Ago,0,0,1,0,0,0,0,0
data science analyst - machine/deep learning algorithms,isparrow services Pvt ltd,5-10 Yrs,1900000 - 2800000 PA.,"Pune, Ahmedabad, Bangalore","python,c,ai,it skills,data science,c++,artificial intelligence,neural networks",14 Days Ago,0,1,1,0,1,1,0,0
machine learning engineer- bangalore,Shanvi Staffing And Training Services,3-5 Yrs,800000 - 1000000 PA.,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Gurgaon, Chennai, Bangalore","it skills,python,software development,data science,machine learning,cloud,aws",9 Days Ago,1,1,1,0,0,1,0,0
software developer - nlp/data science/machine learning,Cunesoft India Private Limited (a Phlexglobal Company),3-8 Yrs,1300000 - 1900000 PA.,Bangalore,"data science,nlp,machine learning,it skills,java,python,testing,cloud",30+ Days Ago,1,1,1,0,0,1,0,0
machine learning engineer - python,Catalyst,2-7 Yrs,600000 - 1300000 PA.,Bangalore,"python,analytics,data science,it skills,machine learning,data scientist,machine learning engineer,algorithm",14 Days Ago,1,1,1,0,0,1,0,0
machine learning engineer,Talent Stock Solutions ,2-7 Yrs,700000 - 1100000 PA.,"Bangalore, Delhi / NCR, Mumbai (All Areas)","nlp,natural language processing,machine learning",13 Days Ago,1,0,0,0,0,0,0,0
